,year,station_id,month,day,date,delta_stage_max,index,delta_test
2158,2004,3050,5,128,2004-05-07,,3050,
2159,2004,3050,5,129,2004-05-08,,3050,
2160,2004,3050,5,130,2004-05-09,,3050,
2161,2004,3050,5,131,2004-05-10,,3050,
2162,2004,3050,5,132,2004-05-11,,3050,
2163,2012,3050,5,126,2012-05-05,,3050,
2164,2012,3050,5,127,2012-05-06,,3050,
2165,2012,3050,5,128,2012-05-07,,3050,
2166,2012,3050,5,129,2012-05-08,,3050,
2167,2012,3050,5,130,2012-05-09,,3050,
2168,2012,3050,5,131,2012-05-10,,3050,
2169,2012,3050,5,132,2012-05-11,,3050,
2170,1993,3230,5,125,1993-05-05,,3230,
2171,1993,3230,5,126,1993-05-06,,3230,
2172,1993,3230,5,127,1993-05-07,,3230,
2173,1993,3230,5,128,1993-05-08,,3230,
2174,1993,3230,5,129,1993-05-09,,3230,
2175,1993,3230,5,130,1993-05-10,,3230,
2176,1993,3230,5,131,1993-05-11,,3230,
2177,1997,3230,5,125,1997-05-05,,3230,
2178,1997,3230,5,126,1997-05-06,,3230,
2179,1997,3230,5,127,1997-05-07,,3230,
2180,1997,3230,5,128,1997-05-08,,3230,
2181,1997,3230,5,129,1997-05-09,,3230,
2182,1997,3230,5,130,1997-05-10,,3230,
2183,1997,3230,5,131,1997-05-11,,3230,
2184,2001,3230,5,125,2001-05-05,,3230,
2185,2001,3230,5,126,2001-05-06,,3230,
2186,2001,3230,5,127,2001-05-07,,3230,
2187,2001,3230,5,128,2001-05-08,,3230,
2188,2001,3230,5,129,2001-05-09,,3230,
2189,2001,3230,5,130,2001-05-10,,3230,
2190,2001,3230,5,131,2001-05-11,,3230,
2191,2004,3230,5,126,2004-05-05,,3230,
2192,2004,3230,5,127,2004-05-06,,3230,
2193,2004,3230,5,128,2004-05-07,,3230,
2194,2004,3230,5,129,2004-05-08,,3230,
2195,2004,3230,5,130,2004-05-09,,3230,
2196,2004,3230,5,131,2004-05-10,,3230,
2197,2004,3230,5,132,2004-05-11,,3230,
2198,2012,3230,5,126,2012-05-05,,3230,
2199,2012,3230,5,127,2012-05-06,,3230,
2200,2012,3230,5,128,2012-05-07,,3230,
2201,2012,3230,5,129,2012-05-08,,3230,
2202,2012,3230,5,130,2012-05-09,,3230,
2203,2012,3230,5,131,2012-05-10,,3230,
2204,2012,3230,5,132,2012-05-11,,3230,
2205,1989,3019,5,132,1989-05-12,,3019,
2206,1989,3019,5,133,1989-05-13,,3019,
2207,1989,3019,5,134,1989-05-14,,3019,
2208,1989,3019,5,135,1989-05-15,,3019,
2209,1989,3019,5,136,1989-05-16,,3019,
2210,1989,3019,5,137,1989-05-17,,3019,
2211,1989,3019,5,138,1989-05-18,,3019,
2212,2003,3019,5,132,2003-05-12,,3019,
2213,2003,3019,5,133,2003-05-13,,3019,
2214,2003,3019,5,134,2003-05-14,,3019,
2215,2003,3019,5,135,2003-05-15,,3019,
2216,2003,3019,5,136,2003-05-16,,3019,
2217,2003,3019,5,137,2003-05-17,,3019,
2218,2003,3019,5,138,2003-05-18,,3019,
2219,2005,3019,5,132,2005-05-12,,3019,
2220,2005,3019,5,133,2005-05-13,,3019,
2221,2005,3019,5,134,2005-05-14,,3019,
2222,2005,3019,5,135,2005-05-15,,3019,
2223,2005,3019,5,136,2005-05-16,,3019,
2224,2005,3019,5,137,2005-05-17,,3019,
2225,2005,3019,5,138,2005-05-18,,3019,
2226,2013,3019,5,132,2013-05-12,,3019,
2227,2013,3019,5,133,2013-05-13,,3019,
2228,2013,3019,5,134,2013-05-14,,3019,
2229,2013,3019,5,135,2013-05-15,,3019,
2230,2013,3019,5,136,2013-05-16,,3019,
2231,2013,3019,5,137,2013-05-17,,3019,
2232,2013,3019,5,138,2013-05-18,,3019,
2233,1989,3027,5,132,1989-05-12,,3027,
2234,1989,3027,5,133,1989-05-13,,3027,
2235,1989,3027,5,134,1989-05-14,,3027,
2236,1989,3027,5,135,1989-05-15,,3027,
2237,1989,3027,5,136,1989-05-16,,3027,
2238,1989,3027,5,137,1989-05-17,,3027,
2239,1989,3027,5,138,1989-05-18,,3027,
2240,2003,3027,5,132,2003-05-12,,3027,
2241,2003,3027,5,133,2003-05-13,,3027,
2242,2003,3027,5,134,2003-05-14,,3027,
2243,2003,3027,5,135,2003-05-15,,3027,
2244,2003,3027,5,136,2003-05-16,,3027,
2245,2003,3027,5,137,2003-05-17,,3027,
2246,2003,3027,5,138,2003-05-18,,3027,
2247,2005,3027,5,132,2005-05-12,,3027,
2248,2005,3027,5,133,2005-05-13,,3027,
2249,2005,3027,5,134,2005-05-14,,3027,
2250,2005,3027,5,135,2005-05-15,,3027,
2251,2005,3027,5,136,2005-05-16,,3027,
2252,2005,3027,5,137,2005-05-17,,3027,
2253,2005,3027,5,138,2005-05-18,,3027,
2254,2013,3027,5,132,2013-05-12,,3027,
2255,2013,3027,5,133,2013-05-13,,3027,
2256,2013,3027,5,134,2013-05-14,,3027,
2257,2013,3027,5,135,2013-05-15,,3027,
2258,2013,3027,5,136,2013-05-16,,3027,
2259,2013,3027,5,137,2013-05-17,,3027,
2260,2013,3027,5,138,2013-05-18,,3027,
2261,1989,3028,5,132,1989-05-12,,3028,
2262,1989,3028,5,133,1989-05-13,,3028,
2263,1989,3028,5,134,1989-05-14,,3028,
2264,1989,3028,5,135,1989-05-15,,3028,
2265,1989,3028,5,136,1989-05-16,,3028,
2266,1989,3028,5,137,1989-05-17,,3028,
2267,1989,3028,5,138,1989-05-18,,3028,
2268,2003,3028,5,132,2003-05-12,,3028,
2269,2003,3028,5,133,2003-05-13,,3028,
2270,2003,3028,5,134,2003-05-14,,3028,
2271,2003,3028,5,135,2003-05-15,,3028,
2272,2003,3028,5,136,2003-05-16,,3028,
2273,2003,3028,5,137,2003-05-17,,3028,
2274,2003,3028,5,138,2003-05-18,,3028,
2275,2005,3028,5,132,2005-05-12,,3028,
2276,2005,3028,5,133,2005-05-13,,3028,
2277,2005,3028,5,134,2005-05-14,,3028,
2278,2005,3028,5,135,2005-05-15,,3028,
2279,2005,3028,5,136,2005-05-16,,3028,
2280,2005,3028,5,137,2005-05-17,,3028,
2281,2005,3028,5,138,2005-05-18,,3028,
2282,2013,3028,5,132,2013-05-12,,3028,
2283,2013,3028,5,133,2013-05-13,,3028,
2284,2013,3028,5,134,2013-05-14,,3028,
2285,2013,3028,5,135,2013-05-15,,3028,
2286,2013,3028,5,136,2013-05-16,,3028,
2287,2013,3028,5,137,2013-05-17,,3028,
2288,2013,3028,5,138,2013-05-18,,3028,
2289,1989,3029,5,132,1989-05-12,,3029,
2290,1989,3029,5,133,1989-05-13,,3029,
2291,1989,3029,5,134,1989-05-14,,3029,
2292,1989,3029,5,135,1989-05-15,,3029,
2293,1989,3029,5,136,1989-05-16,,3029,
2294,1989,3029,5,137,1989-05-17,,3029,
2295,1989,3029,5,138,1989-05-18,,3029,
2296,2003,3029,5,132,2003-05-12,,3029,
2297,2003,3029,5,133,2003-05-13,,3029,
2298,2003,3029,5,134,2003-05-14,,3029,
2299,2003,3029,5,135,2003-05-15,,3029,
2300,2003,3029,5,136,2003-05-16,,3029,
2301,2003,3029,5,137,2003-05-17,,3029,
2302,2003,3029,5,138,2003-05-18,,3029,
2303,2005,3029,5,132,2005-05-12,,3029,
2304,2005,3029,5,133,2005-05-13,,3029,
2305,2005,3029,5,134,2005-05-14,,3029,
2306,2005,3029,5,135,2005-05-15,,3029,
2307,2005,3029,5,136,2005-05-16,,3029,
2308,2005,3029,5,137,2005-05-17,,3029,
2309,2005,3029,5,138,2005-05-18,,3029,
2310,2013,3029,5,132,2013-05-12,,3029,
2311,2013,3029,5,133,2013-05-13,,3029,
2312,2013,3029,5,134,2013-05-14,,3029,
2313,2013,3029,5,135,2013-05-15,,3029,
2314,2013,3029,5,136,2013-05-16,,3029,
2315,2013,3029,5,137,2013-05-17,,3029,
2316,2013,3029,5,138,2013-05-18,,3029,
2317,1989,3030,5,132,1989-05-12,,3030,
2318,1989,3030,5,133,1989-05-13,,3030,
2319,1989,3030,5,134,1989-05-14,,3030,
2320,1989,3030,5,135,1989-05-15,,3030,
2321,1989,3030,5,136,1989-05-16,,3030,
2322,1989,3030,5,137,1989-05-17,,3030,
2323,1989,3030,5,138,1989-05-18,,3030,
2324,2003,3030,5,132,2003-05-12,,3030,
2325,2003,3030,5,133,2003-05-13,,3030,
2326,2003,3030,5,134,2003-05-14,,3030,
2327,2003,3030,5,135,2003-05-15,,3030,
2328,2003,3030,5,136,2003-05-16,,3030,
2329,2003,3030,5,137,2003-05-17,,3030,
2330,2003,3030,5,138,2003-05-18,,3030,
2331,2005,3030,5,132,2005-05-12,,3030,
2332,2005,3030,5,133,2005-05-13,,3030,
2333,2005,3030,5,134,2005-05-14,,3030,
2334,2005,3030,5,135,2005-05-15,,3030,
2335,2005,3030,5,136,2005-05-16,,3030,
2336,2005,3030,5,137,2005-05-17,,3030,
2337,2005,3030,5,138,2005-05-18,,3030,
2338,2013,3030,5,132,2013-05-12,,3030,
2339,2013,3030,5,133,2013-05-13,,3030,
2340,2013,3030,5,134,2013-05-14,,3030,
2341,2013,3030,5,135,2013-05-15,,3030,
2342,2013,3030,5,136,2013-05-16,,3030,
2343,2013,3030,5,137,2013-05-17,,3030,
2344,2013,3030,5,138,2013-05-18,,3030,
2345,1989,3035,5,132,1989-05-12,,3035,
2346,1989,3035,5,133,1989-05-13,,3035,
2347,1989,3035,5,134,1989-05-14,,3035,
2348,1989,3035,5,135,1989-05-15,,3035,
2349,1989,3035,5,136,1989-05-16,,3035,
2350,1989,3035,5,137,1989-05-17,,3035,
2351,1989,3035,5,138,1989-05-18,,3035,
2352,2003,3035,5,132,2003-05-12,,3035,
2353,2003,3035,5,133,2003-05-13,,3035,
2354,2003,3035,5,134,2003-05-14,,3035,
2355,2003,3035,5,135,2003-05-15,,3035,
2356,2003,3035,5,136,2003-05-16,,3035,
2357,2003,3035,5,137,2003-05-17,,3035,
2358,2003,3035,5,138,2003-05-18,,3035,
2359,2005,3035,5,132,2005-05-12,,3035,
2360,2005,3035,5,133,2005-05-13,,3035,
2361,2005,3035,5,134,2005-05-14,,3035,
2362,2005,3035,5,135,2005-05-15,,3035,
2363,2005,3035,5,136,2005-05-16,,3035,
2364,2005,3035,5,137,2005-05-17,,3035,
2365,2005,3035,5,138,2005-05-18,,3035,
2366,2013,3035,5,132,2013-05-12,,3035,
2367,2013,3035,5,133,2013-05-13,,3035,
2368,2013,3035,5,134,2013-05-14,,3035,
2369,2013,3035,5,135,2013-05-15,,3035,
2370,2013,3035,5,136,2013-05-16,,3035,
2371,2013,3035,5,137,2013-05-17,,3035,
2372,2013,3035,5,138,2013-05-18,,3035,
2373,1989,3041,5,132,1989-05-12,,3041,
2374,1989,3041,5,133,1989-05-13,,3041,
2375,1989,3041,5,134,1989-05-14,,3041,
2376,1989,3041,5,135,1989-05-15,,3041,
2377,1989,3041,5,136,1989-05-16,,3041,
2378,1989,3041,5,137,1989-05-17,,3041,
2379,1989,3041,5,138,1989-05-18,,3041,
2380,2003,3041,5,132,2003-05-12,,3041,
2381,2003,3041,5,133,2003-05-13,,3041,
2382,2003,3041,5,134,2003-05-14,,3041,
2383,2003,3041,5,135,2003-05-15,,3041,
2384,2003,3041,5,136,2003-05-16,,3041,
2385,2003,3041,5,137,2003-05-17,,3041,
2386,2003,3041,5,138,2003-05-18,,3041,
2387,2005,3041,5,132,2005-05-12,,3041,
2388,2005,3041,5,133,2005-05-13,,3041,
2389,2005,3041,5,134,2005-05-14,,3041,
2390,2005,3041,5,135,2005-05-15,,3041,
2391,2005,3041,5,136,2005-05-16,,3041,
2392,2005,3041,5,137,2005-05-17,,3041,
2393,2005,3041,5,138,2005-05-18,,3041,
2394,2013,3041,5,132,2013-05-12,,3041,
2395,2013,3041,5,133,2013-05-13,,3041,
2396,2013,3041,5,134,2013-05-14,,3041,
2397,2013,3041,5,135,2013-05-15,,3041,
2398,2013,3041,5,136,2013-05-16,,3041,
2399,2013,3041,5,137,2013-05-17,,3041,
2400,2013,3041,5,138,2013-05-18,,3041,
2401,1989,3045,5,132,1989-05-12,,3045,
2402,1989,3045,5,133,1989-05-13,,3045,
2403,1989,3045,5,134,1989-05-14,,3045,
2404,1989,3045,5,135,1989-05-15,,3045,
2405,1989,3045,5,136,1989-05-16,,3045,
2406,1989,3045,5,137,1989-05-17,,3045,
2407,1989,3045,5,138,1989-05-18,,3045,
2408,2003,3045,5,132,2003-05-12,,3045,
2409,2003,3045,5,133,2003-05-13,,3045,
2410,2003,3045,5,134,2003-05-14,,3045,
2411,2003,3045,5,135,2003-05-15,,3045,
2412,2003,3045,5,136,2003-05-16,,3045,
2413,2003,3045,5,137,2003-05-17,,3045,
2414,2003,3045,5,138,2003-05-18,,3045,
2415,2005,3045,5,132,2005-05-12,,3045,
2416,2005,3045,5,133,2005-05-13,,3045,
2417,2005,3045,5,134,2005-05-14,,3045,
2418,2005,3045,5,135,2005-05-15,,3045,
2419,2005,3045,5,136,2005-05-16,,3045,
2420,2005,3045,5,137,2005-05-17,,3045,
2421,2005,3045,5,138,2005-05-18,,3045,
2422,2013,3045,5,132,2013-05-12,,3045,
2423,2013,3045,5,133,2013-05-13,,3045,
2424,2013,3045,5,134,2013-05-14,,3045,
2425,2013,3045,5,135,2013-05-15,,3045,
2426,2013,3045,5,136,2013-05-16,,3045,
2427,2013,3045,5,137,2013-05-17,,3045,
2428,2013,3045,5,138,2013-05-18,,3045,
2429,1989,3050,5,132,1989-05-12,,3050,
2430,1989,3050,5,133,1989-05-13,,3050,
2431,1989,3050,5,134,1989-05-14,,3050,
2432,1989,3050,5,135,1989-05-15,,3050,
2433,1989,3050,5,136,1989-05-16,,3050,
2434,1989,3050,5,137,1989-05-17,,3050,
2435,1989,3050,5,138,1989-05-18,,3050,
2436,2003,3050,5,132,2003-05-12,,3050,
2437,2003,3050,5,133,2003-05-13,,3050,
2438,2003,3050,5,134,2003-05-14,,3050,
2439,2003,3050,5,135,2003-05-15,,3050,
2440,2003,3050,5,136,2003-05-16,,3050,
2441,2003,3050,5,137,2003-05-17,,3050,
2442,2003,3050,5,138,2003-05-18,,3050,
2443,2005,3050,5,132,2005-05-12,,3050,
2444,2005,3050,5,133,2005-05-13,,3050,
2445,2005,3050,5,134,2005-05-14,,3050,
2446,2005,3050,5,135,2005-05-15,,3050,
2447,2005,3050,5,136,2005-05-16,,3050,
2448,2005,3050,5,137,2005-05-17,,3050,
2449,2005,3050,5,138,2005-05-18,,3050,
2450,2013,3050,5,132,2013-05-12,,3050,
2451,2013,3050,5,133,2013-05-13,,3050,
2452,2013,3050,5,134,2013-05-14,,3050,
2453,2013,3050,5,135,2013-05-15,,3050,
2454,2013,3050,5,136,2013-05-16,,3050,
2455,2013,3050,5,137,2013-05-17,,3050,
2456,2013,3050,5,138,2013-05-18,,3050,
2457,1989,3230,5,132,1989-05-12,,3230,
2458,1989,3230,5,133,1989-05-13,,3230,
2459,1989,3230,5,134,1989-05-14,,3230,
2460,1989,3230,5,135,1989-05-15,,3230,
2461,1989,3230,5,136,1989-05-16,,3230,
2462,1989,3230,5,137,1989-05-17,,3230,
2463,1989,3230,5,138,1989-05-18,,3230,
2464,2003,3230,5,132,2003-05-12,,3230,
2465,2003,3230,5,133,2003-05-13,,3230,
2466,2003,3230,5,134,2003-05-14,,3230,
2467,2003,3230,5,135,2003-05-15,,3230,
2468,2003,3230,5,136,2003-05-16,,3230,
2469,2003,3230,5,137,2003-05-17,,3230,
2470,2003,3230,5,138,2003-05-18,,3230,
2471,2005,3230,5,132,2005-05-12,,3230,
2472,2005,3230,5,133,2005-05-13,,3230,
2473,2005,3230,5,134,2005-05-14,,3230,
2474,2005,3230,5,135,2005-05-15,,3230,
2475,2005,3230,5,136,2005-05-16,,3230,
2476,2005,3230,5,137,2005-05-17,,3230,
2477,2005,3230,5,138,2005-05-18,,3230,
2478,2013,3230,5,132,2013-05-12,,3230,
2479,2013,3230,5,133,2013-05-13,,3230,
2480,2013,3230,5,134,2013-05-14,,3230,
2481,2013,3230,5,135,2013-05-15,,3230,
2482,2013,3230,5,136,2013-05-16,,3230,
2483,2013,3230,5,137,2013-05-17,,3230,
2484,2013,3230,5,138,2013-05-18,,3230,
